year,quarter,region,area,level_of_edu,value,unit,source
2565,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - General Track,69.54,Percentage,National Statistical Office of Thailand
2565,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,72.78,Percentage,National Statistical Office of Thailand
2565,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,88.82,Percentage,National Statistical Office of Thailand
2565,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Higher Education - Academic Track,79.99,Percentage,National Statistical Office of Thailand
2565,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Higher Education - Vocational Track,83.64,Percentage,National Statistical Office of Thailand
2565,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Higher Education - Teacher Education Track,70.98,Percentage,National Statistical Office of Thailand
2565,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Other Education,61.17,Percentage,National Statistical Office of Thailand
2565,Quarter 2,ภาคใต้,นอกเขตเทศบาล,No Data,66.18,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Total,67.45,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,No Education,51.31,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Below Primary Education,49.17,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Primary Education,75.78,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Lower Secondary Education,63.71,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Upper Secondary Education - General Track,69.77,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Upper Secondary Education - Vocational Track,70.62,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Upper Secondary Education - Academic Track,76.79,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Higher Education - Academic Track,81.24,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Higher Education - Vocational Track,83.61,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Higher Education - Teacher Education Track,65.83,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,Other Education,92.55,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,Total,No Data,72.15,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Total,67.66,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,No Education,52.15,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Below Primary Education,45.94,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Primary Education,73.82,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Lower Secondary Education,63.77,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Upper Secondary Education - General Track,66.64,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,69.66,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Upper Secondary Education - Academic Track,89.44,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Higher Education - Academic Track,80.67,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Higher Education - Vocational Track,82.43,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Higher Education - Teacher Education Track,60.66,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,Other Education,94.34,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,ในเขตเทศบาล,No Data,70.5,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Total,67.26,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,No Education,50.78,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Below Primary Education,50.87,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Primary Education,77.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Lower Secondary Education,63.67,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - General Track,72.73,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,71.77,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,49.99,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Higher Education - Academic Track,82.36,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Higher Education - Vocational Track,85.01,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Higher Education - Teacher Education Track,71.8,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,Other Education,88.98,Percentage,National Statistical Office of Thailand
2565,Quarter 3,Nationwide,นอกเขตเทศบาล,No Data,77.07,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Total,71.7,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,No Education,49.84,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Below Primary Education,45.93,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Primary Education,76.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Lower Secondary Education,70.07,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - General Track,69.37,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,74.92,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - Academic Track,0.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Academic Track,79.86,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Vocational Track,76.14,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Teacher Education Track,60.51,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,Other Education,93.24,Percentage,National Statistical Office of Thailand
2565,Quarter 3,กรุงเทพมหานคร,ในเขตเทศบาล,No Data,72.16,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Total,69.29,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,No Education,60.52,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Below Primary Education,45.11,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Primary Education,73.6,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Lower Secondary Education,67.93,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Upper Secondary Education - General Track,70.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Upper Secondary Education - Vocational Track,73.01,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Upper Secondary Education - Academic Track,86.8,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Higher Education - Academic Track,81.59,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Higher Education - Vocational Track,87.39,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Higher Education - Teacher Education Track,66.95,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,Other Education,97.04,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,Total,No Data,72.4,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Total,69.19,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,No Education,63.27,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Below Primary Education,42.17,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Primary Education,71.28,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Lower Secondary Education,68.37,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - General Track,68.7,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,70.34,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - Academic Track,96.24,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Higher Education - Academic Track,80.76,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Higher Education - Vocational Track,86.49,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Higher Education - Teacher Education Track,61.78,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,Other Education,96.36,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,ในเขตเทศบาล,No Data,69.04,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Total,69.37,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,No Education,58.18,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Below Primary Education,47.01,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Primary Education,75.12,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Lower Secondary Education,67.56,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - General Track,71.26,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,75.39,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,6.6,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Academic Track,82.67,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Vocational Track,88.36,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Teacher Education Track,72.17,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,Other Education,98.22,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคกลาง,นอกเขตเทศบาล,No Data,78.82,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Total,65.05,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,No Education,53.22,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Below Primary Education,52.27,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Primary Education,77.72,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Lower Secondary Education,59.82,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Upper Secondary Education - General Track,69.5,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Upper Secondary Education - Vocational Track,63.54,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Upper Secondary Education - Academic Track,6.53,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Higher Education - Academic Track,81.23,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Higher Education - Vocational Track,80.97,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Higher Education - Teacher Education Track,67.6,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,Other Education,76.31,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,Total,No Data,65.94,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Total,62.55,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,No Education,44.65,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Below Primary Education,48.28,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Primary Education,75.33,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Lower Secondary Education,52.98,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - General Track,63.24,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,63.21,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - Academic Track,16.05,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Academic Track,78.87,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Vocational Track,77.05,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Teacher Education Track,66.37,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,Other Education,75.49,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,ในเขตเทศบาล,No Data,64.79,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Total,66.39,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,No Education,55.63,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Below Primary Education,54.02,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Primary Education,78.68,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Lower Secondary Education,62.93,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - General Track,73.4,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,63.79,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,0.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Academic Track,83.95,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Vocational Track,84.06,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Teacher Education Track,69.19,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,Other Education,77.75,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคเหนือ,นอกเขตเทศบาล,No Data,74.85,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Total,64.57,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,No Education,29.1,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Below Primary Education,49.9,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Primary Education,77.22,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Lower Secondary Education,59.16,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - General Track,69.83,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - Vocational Track,66.46,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Academic Track,82.43,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Vocational Track,80.99,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Teacher Education Track,66.73,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,Other Education,100.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,Total,No Data,70.06,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Total,62.53,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,No Education,27.77,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Below Primary Education,46.82,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Primary Education,75.25,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Lower Secondary Education,55.04,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - General Track,61.74,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,59.18,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Academic Track,84.15,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Vocational Track,84.06,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Teacher Education Track,55.85,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Other Education,0.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,No Data,32.2,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Total,65.42,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,No Education,29.49,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Below Primary Education,50.97,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Primary Education,77.88,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Lower Secondary Education,60.73,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - General Track,73.72,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,69.88,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Academic Track,80.6,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Vocational Track,79.02,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Teacher Education Track,74.92,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Other Education,100.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,No Data,88.04,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Total,67.27,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,No Education,44.88,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Below Primary Education,51.3,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Primary Education,74.73,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Lower Secondary Education,60.5,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Upper Secondary Education - General Track,69.82,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Upper Secondary Education - Vocational Track,68.41,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Upper Secondary Education - Academic Track,40.56,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Higher Education - Academic Track,82.09,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Higher Education - Vocational Track,84.94,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Higher Education - Teacher Education Track,64.69,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,Other Education,71.57,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,Total,No Data,72.69,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Total,65.7,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,No Education,48.26,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Below Primary Education,50.1,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Primary Education,70.14,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Lower Secondary Education,55.48,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - General Track,64.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,64.02,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - Academic Track,19.74,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Higher Education - Academic Track,82.4,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Higher Education - Vocational Track,85.45,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Higher Education - Teacher Education Track,58.47,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,Other Education,96.07,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,ในเขตเทศบาล,No Data,77.0,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Total,68.08,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,No Education,43.52,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Below Primary Education,51.79,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Primary Education,76.37,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Lower Secondary Education,62.92,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - General Track,72.89,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,71.8,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,47.53,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Higher Education - Academic Track,81.8,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Higher Education - Vocational Track,84.56,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Higher Education - Teacher Education Track,68.94,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,Other Education,31.34,Percentage,National Statistical Office of Thailand
2565,Quarter 3,ภาคใต้,นอกเขตเทศบาล,No Data,64.3,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Total,67.41,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,No Education,53.72,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Below Primary Education,48.43,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Primary Education,75.04,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Lower Secondary Education,63.36,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Upper Secondary Education - General Track,69.82,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Upper Secondary Education - Vocational Track,71.75,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Upper Secondary Education - Academic Track,69.34,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Higher Education - Academic Track,81.97,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Higher Education - Vocational Track,84.0,Percentage,National Statistical Office of Thailand
